Total_SUBs,AvgMobileRevenue,AvgFIXRevenue,TotalRevenue,ARPU,Active_Ratio,Not_Active_subscribers,Mobile_Revenue_Ratio,Inactive_Ratio,CRM_PID_Value_Segment,EffectiveSegment,CHURN
-0.6792996305880947,-1.0384878328184062,-0.06996441894440315,-1.0395998123868497,-0.16177071589874242,-0.8128506938384539,-0.15850393114154954,0.08437284514641268,0.8508982052893804,0.0,4.0,0
-0.7768982942411042,-1.036830338777298,-0.06996441894440315,-1.0379532383033072,-0.15782644994767542,0.757668515083139,-0.30004563090274944,0.08437284514641268,-0.7399857551980117,0.0,4.0,0
-0.6792996305880947,-1.036830338777298,-0.06996441894440315,-1.0379532383033072,0.7550519918381656,-2.3833699027600463,-0.016962231380349628,0.08437284514641268,2.441782165776772,0.0,4.0,0
-0.28890497597605647,-1.036830338777298,-0.06996441894440315,-1.0379532383033072,-0.4624114317245162,-1.9346501287824487,0.26612116814205017,0.08437284514641268,1.9872438913518033,0.0,4.0,0
-0.5817009669350851,-1.0352703443856666,-0.06996441894440315,-1.0364035215187966,-0.6127317896374032,0.757668515083139,-0.30004563090274944,0.08437284514641268,-0.7399857551980117,0.0,4.0,0
0.003891014982972168,-1.0352703443856666,-0.06996441894440315,-1.0364035215187966,-0.4602201728628124,-2.540421823652206,0.6907462674256499,0.08437284514641268,2.600870561825512,0.0,4.0,0
-0.6792996305880947,-1.0352703443856666,-0.06996441894440315,-1.0364035215187966,-0.1543204357689491,-0.8128506938384539,-0.15850393114154954,0.08437284514641268,0.8508982052893804,0.0,4.0,0
-0.6792996305880947,-1.0352703443856666,-0.06996441894440315,-1.0364035215187966,-0.1543204357689491,-0.8128506938384539,-0.30004563090274944,0.08437284514641268,-0.7399857551980117,0.0,4.0,0
-0.6792996305880947,-1.033612850344558,-0.06996441894440315,-1.034756947435254,-0.4575906622287677,0.757668515083139,-0.30004563090274944,0.08437284514641268,-0.7399857551980117,0.0,4.0,0
-0.5817009669350851,-1.033612850344558,-0.06996441894440315,-1.034756947435254,-0.6109787825480401,0.757668515083139,-0.30004563090274944,0.08437284514641268,-0.7399857551980117,0.0,4.0,0
-0.28890497597605647,-1.033612850344558,-0.06996441894440315,-1.034756947435254,-0.7030116547396034,-0.5884908068496546,-0.016962231380349628,0.08437284514641268,0.6236290680768958,0.0,4.0,1
-0.38650363962906603,-1.033612850344558,-0.06996441894440315,-1.034756947435254,-0.7030116547396034,-0.02759108937765716,-0.15850393114154954,0.08437284514641268,0.055456225045684364,2.0,4.0,0
-0.4841023032820756,-1.033612850344558,-0.06996441894440315,-1.034756947435254,-0.7030116547396034,0.757668515083139,-0.30004563090274944,0.08437284514641268,-0.7399857551980117,2.0,4.0,0
-0.38650363962906603,-1.033612850344558,-0.06996441894440315,-1.034756947435254,-0.7030116547396034,-0.02759108937765716,-0.15850393114154954,0.08437284514641268,0.055456225045684364,2.0,4.0,0
-0.38650363962906603,-1.033612850344558,-0.06996441894440315,-1.034756947435254,-0.7030116547396034,-0.02759108937765716,-0.15850393114154954,0.08437284514641268,0.055456225045684364,2.0,4.0,0
-0.6792996305880947,-1.0319553563034498,-0.06996441894440315,-1.0331103733517115,-0.454961151594723,0.757668515083139,-0.30004563090274944,0.08437284514641268,-0.7399857551980117,0.0,4.0,0
-0.5817009669350851,-1.0319553563034498,-0.06996441894440315,-1.0331103733517115,-0.454961151594723,-0.42022089160805554,-0.15850393114154954,0.08437284514641268,0.45317721516753245,0.0,4.0,1
-0.4841023032820756,-1.0319553563034498,-0.06996441894440315,-1.0331103733517115,-0.7016968994225812,0.757668515083139,-0.30004563090274944,0.08437284514641268,-0.7399857551980117,0.0,4.0,0
-0.6792996305880947,-1.0303953619118185,-0.06996441894440315,-1.0315606565672009,-0.45276989273301915,0.757668515083139,-0.30004563090274944,0.08437284514641268,-0.7399857551980117,0.0,4.0,0
-0.4841023032820756,-1.0303953619118185,-0.06996441894440315,-1.0315606565672009,-0.699943892333218,0.757668515083139,-0.30004563090274944,0.08437284514641268,-0.7399857551980117,0.0,4.0,0
-0.5817009669350851,-1.0303953619118185,-0.06996441894440315,-1.0315606565672009,-0.45276989273301915,-0.42022089160805554,-0.15850393114154954,0.08437284514641268,0.45317721516753245,7.0,5.0,0
-0.4841023032820756,-1.0303953619118185,-0.06996441894440315,-1.0315606565672009,-0.699943892333218,0.757668515083139,-0.30004563090274944,0.08437284514641268,-0.7399857551980117,0.0,4.0,0
-0.4841023032820756,-1.0303953619118185,-0.06996441894440315,-1.0315606565672009,0.7839766088126568,-3.0115775863286833,0.26612116814205017,0.08437284514641268,3.07813574997173,2.0,4.0,0
-0.38650363962906603,-1.0303953619118185,-0.06996441894440315,-1.0315606565672009,-0.45276989273301915,-1.59811029829925,0.12457946838085027,0.08437284514641268,1.6463401855330766,0.0,4.0,0
-0.38650363962906603,-1.0303953619118185,-0.06996441894440315,-1.0315606565672009,-0.6074727683693139,-0.8128506938384539,-0.016962231380349628,0.08437284514641268,0.8508982052893804,0.0,4.0,0
-0.7768982942411042,-1.0303953619118185,-0.06996441894440315,-1.0315606565672009,-0.14336414146042964,0.757668515083139,-0.30004563090274944,0.08437284514641268,-0.7399857551980117,0.0,4.0,0
-0.5817009669350851,-1.02873786787071,-0.06996441894440315,-1.0299140824836583,-0.60528150950761,0.757668515083139,-0.30004563090274944,0.08437284514641268,-0.7399857551980117,0.0,4.0,0
-0.19130631232304693,-1.02873786787071,-0.06996441894440315,-1.0299140824836583,-0.1398581272817035,-2.775999704990445,0.54920456766445,0.08437284514641268,2.839503155898621,7.0,5.0,0
2.3462589426552016,-1.02873786787071,-0.06996441894440315,-1.0299140824836583,0.7914268889424502,-3.815313887365028,4.370830461216848,0.08437284514641268,3.8922940121035126,2.0,5.0,0
